NAME                                                                       USED  AVAIL  REFER  MOUNTPOINT
Pool/computers/storage/cabinet@zfs-auto-snap_frequent-2017-04-20-1600        1K      -  6.95G  -
Pool/computers/storage/cabinet@autosnap_2017-04-20_10:04:50_hourly           1K      -  6.95G  -
Pool/computers/storage/cabinet@autosnap_2017-04-20_10:04:50_daily            1K      -  6.95G  -
Pool/computers/storage/cabinet@autosnap_2017-04-20_10:04:50_monthly          1K      -  6.95G  -
Pool/computers/storage/cabinet@zfs-auto-snap_frequent-2017-04-20-1615        1K      -  6.95G  -
Pool/computers/storage/cabinet@zfs-auto-snap_hourly-2017-04-20-1617          1K      -  6.95G  -
Pool/computers/storage/cabinet@zfs-auto-snap_frequent-2017-04-20-1630        1K      -  6.95G  -
Pool/computers/storage/cabinet@zfs-auto-snap_frequent-2017-04-20-1845        1K      -  6.95G  -
Pool/computers/storage/cabinet@autosnap_2017-04-20_12:45:40_hourly           1K      -  6.95G  -
Pool/computers/storage/cabinet@zfs-auto-snap_frequent-2017-04-20-1900        1K      -  6.95G  -
Pool/computers/storage/cabinet@autosnap_2017-04-20_13:00:01_hourly           1K      -  6.95G  -
Pool/computers/storage/cabinet@syncoid_STORAGE_2017-04-20:13:01:20           1K      -  6.95G  -
Pool/computers/storage/cabinet@syncoid_FRACTAL_2017-07-29:14:21:01           1K      -  6.95G  -
Pool/computers/storage/cabinet@syncoid_C60M1_2017-07-30:10:17:55             1K      -  6.95G  -
Pool/kvm1@syncoid_FRACTAL_2017-07-29:14:21:02                                9K      -    19K  -
Pool/kvm1@syncoid_C60M1_2017-07-30:10:17:58                                  9K      -    19K  -
Pool/scripts@autosnap_2017-05-01_00:00:01_monthly                           12K      -  26.5K  -
Pool/scripts@autosnap_2017-06-01_00:00:03_monthly                           13K      -    28K  -
Pool/scripts@autosnap_2017-06-23_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-24_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-25_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-26_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-27_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-28_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-29_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-06-30_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-01_00:00:01_monthly                           13K      -    28K  -
Pool/scripts@autosnap_2017-07-01_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-02_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-03_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-04_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-05_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-06_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-07_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-08_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-09_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-10_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-11_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-12_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-13_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-14_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-15_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-16_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-17_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-18_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-19_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-20_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-21_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-22_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-23_00:01:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-23_00:09:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-23_00:10:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-23_00:15:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:02:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:03:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:05:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:06:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:11:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:13:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:14:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-24_00:15:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-25_00:05:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-25_00:06:02_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-25_00:08:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-25_00:11:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-25_00:14:02_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-26_00:01:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-26_00:06:01_daily                             12K      -    28K  -
Pool/scripts@autosnap_2017-07-26_00:07:01_daily                             12K      -    28K  -
Pool/scripts@autosnap_2017-07-26_00:12:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-26_00:14:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-27_00:00:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-27_00:08:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-27_00:12:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-27_00:13:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_00:02:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_00:07:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_00:08:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_00:14:01_daily                             12K      -    28K  -
Pool/scripts@autosnap_2017-07-28_00:15:01_daily                             12K      -    28K  -
Pool/scripts@autosnap_2017-07-28_10:06:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_10:09:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_10:11:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_10:13:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_10:14:02_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_10:15:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_15:00:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_15:01:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_15:09:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_15:11:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_15:12:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_20:01:01_hourly                            12K      -    28K  -
Pool/scripts@autosnap_2017-07-28_20:02:01_hourly                            12K      -    28K  -
Pool/scripts@autosnap_2017-07-28_20:03:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_20:09:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-28_20:10:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:03:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:03:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:07:01_hourly                             1K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:07:01_daily                              1K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:10:01_hourly                             1K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:10:01_daily                              1K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:12:01_daily                              1K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:12:01_hourly                             1K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:14:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_00:14:01_daily                             13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_05:03:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_05:10:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_05:12:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_05:13:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_05:14:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_05:15:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_10:01:01_hourly                            13K      -    28K  -
Pool/scripts@autosnap_2017-07-29_10:07:01_hourly                            12K      -    28K  -
Pool/scripts@autosnap_2017-07-29_10:08:01_hourly                            12K      -    28K  -
Pool/scripts@syncoid_FRACTAL_2017-07-29:14:21:04                            11K      -    28K  -
Pool/scripts@syncoid_C60M1_2017-07-30:10:18:01                              11K      -    28K  -
Pool/www@syncoid_FRACTAL_2017-07-29:14:21:07                                39K      -  1.65M  -
Pool/www@syncoid_C60M1_2017-07-30:10:18:04                                  39K      -  1.65M  -
