NAME                                                                              USED  AVAIL  REFER  MOUNTPOINT
StoragePool/MonitorScripts@autosnap_2017-08-21_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_15:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_15:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_20:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_20:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_20:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-21_20:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:09:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:11:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_00:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_05:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_05:12:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_05:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_10:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_10:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_10:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_10:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_10:13:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:00:03_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:06:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_15:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_20:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_20:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_20:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_20:12:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-22_20:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_00:13:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_10:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_10:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_10:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_15:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_15:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_15:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_15:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_15:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:00:03_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:02:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:07:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:11:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:12:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:14:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-23_20:15:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:00:03_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:00:03_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:02:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:02:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:03:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:03:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:06:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:06:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:08:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:08:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:15:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_00:15:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_05:03:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_05:11:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_05:12:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:01:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:04:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:05:02_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:06:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:07:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:11:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_10:12:02_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:00:03_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:02:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:05:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:06:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:09:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:11:02_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:12:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_15:13:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:00:03_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:02:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:04:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:09:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:10:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:12:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:14:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-24_20:15:02_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@syncoid_vpn1.jpconstantineau.com_2017-08-24:22:31:17    72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:00:02_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:00:02_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:03:01_daily                      64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:03:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:07:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:07:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:09:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:09:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:14:01_daily                       8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_00:14:01_hourly                      8K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_05:01:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_05:06:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_05:08:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_05:09:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_05:13:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_05:15:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_10:00:02_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_10:01:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_10:07:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_10:12:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_10:13:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_10:14:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_15:02:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_15:03:02_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_15:04:01_hourly                     64K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_15:06:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_15:11:01_hourly                     72K      -   164K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_20:02:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_20:09:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_20:10:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-25_20:13:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_00:09:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_00:09:01_daily                      64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_00:12:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_00:12:01_daily                      64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_00:15:01_hourly                      8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_00:15:01_daily                       8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:00:03_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:02:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:05:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:06:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:07:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:09:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:12:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_05:15:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_10:03:02_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_10:04:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_10:08:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_10:14:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_15:02:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_15:03:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_15:04:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_15:08:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_15:13:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_15:14:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_20:02:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_20:05:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_20:06:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_20:07:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_20:11:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-26_20:12:02_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:02:01_hourly                      8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:02:01_daily                       8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:03:01_daily                       8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:03:01_hourly                      8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:04:01_hourly                      8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:04:01_daily                       8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:05:01_daily                       8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:05:01_hourly                      8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:12:01_hourly                      8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_00:12:01_daily                       8K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_05:01:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_05:02:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_05:06:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_05:13:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_05:14:01_hourly                     64K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_05:15:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_10:09:02_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_10:12:01_hourly                     72K      -   192K  -
StoragePool/MonitorScripts@autosnap_2017-08-27_10:14:01_hourly                     64K      -   192K  -
StoragePool/Pictures@Send_February_Initial                                       19.9M      -   431G  -
StoragePool/Pierre@Send_February_Initial                                         65.3M      -   434G  -
StoragePool/Software@Send_February_Initial                                       9.77M      -  49.0G  -
StoragePool/Sylvie@Send_February_Initial                                         73.5M      -   493G  -
StoragePool/monitor@syncoid_FRACTAL_2017-08-29:21:22:02                           124K      -   156K  -
